术语ID	英文	原中文	调整后中文	操作类型	适用组件或语境	既有译法及来源	调整原因	影响消息或簇ID	决策状态	处理轮次	版本	证据索引	有效去重译文对数	来源重复口径
T0611	WAL Buffer	WAL 缓冲区	WAL 缓冲区	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0611; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0611	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0612	wal data	WAL 数据	WAL 数据	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	got WAL data offset %08x, expected %08x → 得到WAL数据偏移 %08x, 期望值为 %08x [TE-e4be4c5afdfe2b732b1e] | Sets the maximum delay before canceling queries when a hot standby server is processing archived WAL data. → 当热备服务器在处理已归档的WAL数据时，在取消查询请求前设置最大的延迟. [TE-d1cef42c3aa6e7eeef1a] | Sets the maximum delay before canceling queries when a hot standby server is processing streamed WAL data. → 当热备服务器在处理通过流复制的WAL数据时，在取消查询请求前设置最大的延迟. [TE-0ce545f25b36fb878e13]	有英文检索命中，但中文采用语境化句法/其他表达或保留标识；未获得充分依据替换源术语，保守保留并供具体消息复核。	target-links.jsonl#T0612; 5 messages / 3 clusters	保留；译法需按消息判断	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0612	3	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0613	WAL Levels	WAL 级别	WAL 级别	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	WAL level not sufficient for making an online backup → WAL的级别不能满足在线备份的要求 [TE-5ae33b4d97284653ddd3] | WAL level not sufficient for creating a restore point → WAL的级别不能满足创建恢复点的要求 [TE-983fe46a01186b18be77]	有英文检索命中，但中文采用语境化句法/其他表达或保留标识；未获得充分依据替换源术语，保守保留并供具体消息复核。	target-links.jsonl#T0613; 3 messages / 2 clusters	保留；译法需按消息判断	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0613	2	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0614	WAL Modes	WAL 模式	WAL 模式	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0614; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0614	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0615	WAL Segment	WAL 段	WAL 段	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	  WAL segment size\n →   WAL段大小\n [TE-a279fdc3b7db74ae3268] |   first WAL segment after reset\n →   重置后的第一个WAL段\n [TE-585afa6517ede354bfd4] | WARNING: invalid WAL segment size\n → 警告: 无效的WAL段大小\n [TE-786b88dac0f2dc7b817f]	现行译文检索中可见源中文，原概念释义可用，未发现必须全局替换的依据；检索中文子串不等于词对齐或消息语义批准。	target-links.jsonl#T0615; 49 messages / 13 clusters	保留；有检索先例	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0615	25	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0616	WAL segment file	WAL 段文件	WAL 段文件	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；仅有 fuzzy/废弃线索，不能据此定为稳定译法。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0616; 2 messages / 2 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0616	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0617	WAL Setup	WAL 设置	WAL 设置	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0617; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0617	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0618	WAL Structure	WAL 结构	WAL 结构	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0618; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0618	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0619	walreceiver	WAL 接收进程	WAL 接收进程	保留并限定语境	进程名/标识符 walreceiver 保留；解释 WAL 接收进程，不混入 walsender 发送进程。	terminating walreceiver due to timeout → 由于超时, 中止walreceiver进程 [TE-2ac7d56d3a515d49e25d] | terminating walreceiver process due to administrator command → 由于管理员命令中断walreceiver进程 [TE-a099a5742bcb7eebe1f9]	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0619; 5 messages / 3 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0619	2	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0620	walsender	WAL 发送进程	WAL 发送进程	保留并限定语境	进程名/标识符 walsender 保留；解释 WAL 发送进程；旧译 walsender→walreceiver 是明确错误，单列建议修复。	terminating walsender process after promotion → 在提升后, 中断walreceiver进程 [TE-49189ece1815bd6a376d] | must be superuser or replication role to start walsender → 只有超级用户或者拥有复制角色的用户才能启动 walsender [TE-3570ecbdc81fa84b8e98] | terminating walsender process due to replication timeout → 由于复制超时, 中断walreceiver进程 [TE-4d9e8668c4f5eac238f6]	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0620; 5 messages / 2 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0620	3	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0621	warm standby	温备	温备	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0621; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0621	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0622	warm-standby	温备	温备	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0622; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0622	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0623	window frame	窗口帧	窗口帧	保留并限定语境	窗口帧；frame bounds 起止边界、preceding/following 方向须保留，不能只译窗口。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0623; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0623	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0624	window function	窗口函数	窗口函数	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	"""%s"" is a window function. → ""%s""是一个窗口函数. [TE-8979b2e5225977cf79c1] | window functions cannot return sets → 窗口函数不能返回集合 [TE-fcee3152358fee2be45f] | window function calls cannot be nested → 不允许嵌套调用窗口函数 [TE-8588188cb27b8e9a6f38]"	现行译文检索中可见源中文，原概念释义可用，未发现必须全局替换的依据；检索中文子串不等于词对齐或消息语义批准。	target-links.jsonl#T0624; 36 messages / 5 clusters	保留；有检索先例	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0624	32	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0625	working table	工作表	工作表	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；仅有 fuzzy/废弃线索，不能据此定为稳定译法。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0625; 1 messages / 1 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0625	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0626	wr-conflicts	写-读冲突	写-读冲突	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0626; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0626	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0627	write amplification	写入放大	写入放大	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0627; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0627	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
